pid,user,process_name,local_port,remote_ip,remote_port,cpu_percent,memory_rss_mb,timestamp,status,tag
39942,keenan_salonga,Discord,53482,[2606:4700:7::a29f:82eb],443,0.6035563563598398,52.22,2025-05-27 06:46:30.720709,ESTABLISHED,normal
39942,keenan_salonga,Discord,53483,162.159.133.234,443,0.0,52.22,2025-05-27 06:46:30.720709,ESTABLISHED,normal
39942,keenan_salonga,Discord,53484,162.159.137.232,443,0.0,52.22,2025-05-27 06:46:30.720709,ESTABLISHED,normal
51919,keenan_salonga,passd,53481,17.137.0.67,443,0.01491603215296465,34.0,2025-05-27 06:46:30.720709,ESTABLISHED,normal
39942,keenan_salonga,Discord,53486,[2606:4700:7::a29f:82eb],443,0.0038248525028102952,52.17,2025-05-27 07:01:42.249963,ESTABLISHED,normal
39942,keenan_salonga,Discord,53483,162.159.133.234,443,0.0,52.17,2025-05-27 07:01:42.249963,ESTABLISHED,normal
39942,keenan_salonga,Discord,53485,162.159.135.232,443,0.0,52.17,2025-05-27 07:01:42.249963,ESTABLISHED,normal
51919,keenan_salonga,passd,53481,17.137.0.67,443,0.00024356431841032888,34.03,2025-05-27 07:01:42.249963,ESTABLISHED,normal
39942,keenan_salonga,Discord,53486,[2606:4700:7::a29f:82eb],443,0.04174001508089963,52.17,2025-05-27 07:01:52.508536,ESTABLISHED,normal
39942,keenan_salonga,Discord,53483,162.159.133.234,443,0.0,52.17,2025-05-27 07:01:52.508536,ESTABLISHED,normal
39942,keenan_salonga,Discord,53485,162.159.135.232,443,0.0,52.17,2025-05-27 07:01:52.508536,ESTABLISHED,normal
39942,keenan_salonga,Discord,53486,[2606:4700:7::a29f:82eb],443,0.05901159830076003,52.19,2025-05-27 07:02:02.761563,ESTABLISHED,normal
39942,keenan_salonga,Discord,53483,162.159.133.234,443,0.0,52.19,2025-05-27 07:02:02.761563,ESTABLISHED,normal
39942,keenan_salonga,Discord,53485,162.159.135.232,443,0.0,52.19,2025-05-27 07:02:02.761563,ESTABLISHED,normal
39942,keenan_salonga,Discord,53487,162.159.135.234,443,0.017775073201377965,52.23,2025-05-27 07:06:35.484512,ESTABLISHED,normal
39942,keenan_salonga,Discord,53487,162.159.135.234,443,0.2704698126640239,52.23,2025-05-27 07:06:49.352999,ESTABLISHED,normal
39942,keenan_salonga,Discord,53496,162.159.133.234,443,0.004862724855298481,52.17,2025-05-27 07:16:23.219250,ESTABLISHED,normal
51919,keenan_salonga,passd,53491,17.137.0.67,443,0.0620289060785173,38.09,2025-05-27 07:16:23.219250,ESTABLISHED,normal
39942,keenan_salonga,Discord,53496,162.159.133.234,443,0.665466247763701,52.23,2025-05-27 07:16:33.477834,ESTABLISHED,normal
39942,keenan_salonga,Discord,53498,162.159.135.232,443,0.0,52.23,2025-05-27 07:16:33.477834,ESTABLISHED,normal
51919,keenan_salonga,passd,53491,17.137.0.67,443,0.005086390550334638,37.94,2025-05-27 07:16:33.477834,ESTABLISHED,normal
39942,keenan_salonga,Discord,53496,162.159.133.234,443,0.030674597796426978,52.23,2025-05-27 07:16:43.639713,ESTABLISHED,normal
39942,keenan_salonga,Discord,53498,162.159.135.232,443,0.0,52.23,2025-05-27 07:16:43.639713,ESTABLISHED,normal
51919,keenan_salonga,passd,53491,17.137.0.67,443,0.0013421141420650062,37.89,2025-05-27 07:16:43.639713,ESTABLISHED,normal
39942,keenan_salonga,Discord,53496,162.159.133.234,443,0.15512159650003327,52.23,2025-05-27 07:16:53.898617,ESTABLISHED,normal
39942,keenan_salonga,Discord,53498,162.159.135.232,443,0.0,52.23,2025-05-27 07:16:53.898617,ESTABLISHED,normal
39942,keenan_salonga,Discord,53499,[2606:4700:7::a29f:89ea],443,0.0,52.23,2025-05-27 07:16:53.898617,ESTABLISHED,normal
39942,keenan_salonga,Discord,53496,162.159.133.234,443,0.015903894769924723,52.23,2025-05-27 07:17:04.477572,ESTABLISHED,normal
39942,keenan_salonga,Discord,53498,162.159.135.232,443,0.0,52.23,2025-05-27 07:17:04.477572,ESTABLISHED,normal
39942,keenan_salonga,Discord,53499,[2606:4700:7::a29f:89ea],443,0.0,52.23,2025-05-27 07:17:04.477572,ESTABLISHED,normal
39942,keenan_salonga,Discord,53496,162.159.133.234,443,0.09698882490794744,52.23,2025-05-27 07:17:14.733788,ESTABLISHED,normal
39942,keenan_salonga,Discord,53498,162.159.135.232,443,0.0,52.23,2025-05-27 07:17:14.733788,ESTABLISHED,normal
39942,keenan_salonga,Discord,53499,[2606:4700:7::a29f:89ea],443,0.0,52.23,2025-05-27 07:17:14.733788,ESTABLISHED,normal
39942,keenan_salonga,Discord,53496,162.159.133.234,443,0.015281167942325752,52.23,2025-05-27 07:17:24.990018,ESTABLISHED,normal
39942,keenan_salonga,Discord,53498,162.159.135.232,443,0.0,52.23,2025-05-27 07:17:24.990018,ESTABLISHED,normal
39942,keenan_salonga,Discord,53499,[2606:4700:7::a29f:89ea],443,0.0,52.23,2025-05-27 07:17:24.990018,ESTABLISHED,normal
39942,keenan_salonga,Discord,53496,162.159.133.234,443,0.00462264033239797,52.23,2025-05-27 07:17:35.235495,ESTABLISHED,normal
39942,keenan_salonga,Discord,53498,162.159.135.232,443,0.0,52.23,2025-05-27 07:17:35.235495,ESTABLISHED,normal
39942,keenan_salonga,Discord,53499,[2606:4700:7::a29f:89ea],443,0.0,52.23,2025-05-27 07:17:35.235495,ESTABLISHED,normal
39942,keenan_salonga,Discord,53496,162.159.133.234,443,0.0028236009209940435,52.23,2025-05-27 07:17:45.335758,ESTABLISHED,normal
39942,keenan_salonga,Discord,53498,162.159.135.232,443,0.0,52.23,2025-05-27 07:17:45.335758,ESTABLISHED,normal
39942,keenan_salonga,Discord,53499,[2606:4700:7::a29f:89ea],443,0.0,52.23,2025-05-27 07:17:45.335758,ESTABLISHED,normal
39942,keenan_salonga,Discord,53496,162.159.133.234,443,0.01878873576845705,52.23,2025-05-27 07:17:55.568476,ESTABLISHED,normal
39942,keenan_salonga,Discord,53498,162.159.135.232,443,0.0,52.23,2025-05-27 07:17:55.568476,ESTABLISHED,normal
39942,keenan_salonga,Discord,53499,[2606:4700:7::a29f:89ea],443,0.0,52.23,2025-05-27 07:17:55.568476,ESTABLISHED,normal
39942,keenan_salonga,Discord,53496,162.159.133.234,443,0.013974326822294516,52.23,2025-05-27 07:18:05.820202,ESTABLISHED,normal
39942,keenan_salonga,Discord,53498,162.159.135.232,443,0.0,52.23,2025-05-27 07:18:05.820202,ESTABLISHED,normal
39942,keenan_salonga,Discord,53499,[2606:4700:7::a29f:89ea],443,0.0,52.23,2025-05-27 07:18:05.820202,ESTABLISHED,normal
39942,keenan_salonga,Discord,53496,162.159.133.234,443,0.017516873665704657,52.23,2025-05-27 07:18:16.076894,ESTABLISHED,normal
39942,keenan_salonga,Discord,53498,162.159.135.232,443,0.0,52.23,2025-05-27 07:18:16.076894,ESTABLISHED,normal
39942,keenan_salonga,Discord,53499,[2606:4700:7::a29f:89ea],443,0.0,52.23,2025-05-27 07:18:16.076894,ESTABLISHED,normal
39942,keenan_salonga,Discord,53496,162.159.133.234,443,0.007475543680231427,52.23,2025-05-27 07:18:26.391727,ESTABLISHED,normal
39942,keenan_salonga,Discord,53498,162.159.135.232,443,0.0,52.23,2025-05-27 07:18:26.391727,ESTABLISHED,normal
39942,keenan_salonga,Discord,53499,[2606:4700:7::a29f:89ea],443,0.0,52.23,2025-05-27 07:18:26.391727,ESTABLISHED,normal
39942,keenan_salonga,Discord,53496,162.159.133.234,443,0.0009749669377257777,52.28,2025-05-27 07:35:40.194322,ESTABLISHED,normal
39942,keenan_salonga,Discord,53496,162.159.133.234,443,0.021139788793456033,52.23,2025-05-27 07:35:50.453789,ESTABLISHED,normal
39942,keenan_salonga,Discord,53501,162.159.133.234,443,0.23803050932674386,52.23,2025-05-27 07:36:10.965633,ESTABLISHED,normal
39942,keenan_salonga,Discord,53502,162.159.128.233,443,0.0,52.23,2025-05-27 07:36:10.965633,ESTABLISHED,normal
39942,keenan_salonga,Discord,53501,162.159.133.234,443,0.3609982713383674,52.23,2025-05-27 07:36:21.564690,ESTABLISHED,normal
39942,keenan_salonga,Discord,53502,162.159.128.233,443,0.0,52.23,2025-05-27 07:36:21.564690,ESTABLISHED,normal
39942,keenan_salonga,Discord,53501,162.159.133.234,443,0.00804881739206173,52.23,2025-05-27 07:36:31.819110,ESTABLISHED,normal
39942,keenan_salonga,Discord,53502,162.159.128.233,443,0.0,52.23,2025-05-27 07:36:31.819110,ESTABLISHED,normal
39942,keenan_salonga,Discord,53501,162.159.133.234,443,0.20654688972388088,52.23,2025-05-27 07:36:42.075367,ESTABLISHED,normal
39942,keenan_salonga,Discord,53502,162.159.128.233,443,0.0,52.23,2025-05-27 07:36:42.075367,ESTABLISHED,normal
39942,keenan_salonga,Discord,53504,[2606:4700:7::a29f:81eb],443,0.0,52.23,2025-05-27 07:36:42.075367,ESTABLISHED,normal
39942,keenan_salonga,Discord,53501,162.159.133.234,443,0.01064168351875197,52.23,2025-05-27 07:36:52.333242,ESTABLISHED,normal
39942,keenan_salonga,Discord,53502,162.159.128.233,443,0.0,52.23,2025-05-27 07:36:52.333242,ESTABLISHED,normal
39942,keenan_salonga,Discord,53504,[2606:4700:7::a29f:81eb],443,0.0,52.23,2025-05-27 07:36:52.333242,ESTABLISHED,normal
39942,keenan_salonga,Discord,53501,162.159.133.234,443,0.0569855207203737,52.23,2025-05-27 07:37:02.589538,ESTABLISHED,normal
39942,keenan_salonga,Discord,53502,162.159.128.233,443,0.0,52.23,2025-05-27 07:37:02.589538,ESTABLISHED,normal
39942,keenan_salonga,Discord,53504,[2606:4700:7::a29f:81eb],443,0.0,52.23,2025-05-27 07:37:02.589538,ESTABLISHED,normal
39942,keenan_salonga,Discord,53501,162.159.133.234,443,0.05206524920629929,52.25,2025-05-27 07:37:12.850264,ESTABLISHED,normal
39942,keenan_salonga,Discord,53501,162.159.133.234,443,0.0930705006055049,52.27,2025-05-27 07:37:23.109471,ESTABLISHED,normal
39942,keenan_salonga,Discord,53501,162.159.133.234,443,0.10539757359488322,52.28,2025-05-27 07:37:33.367200,ESTABLISHED,normal
39942,keenan_salonga,Discord,53501,162.159.133.234,443,0.0002748630952863543,52.28,2025-05-27 08:02:04.377344,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.0028570405367646396,27.42,2025-05-27 08:27:12.208802,ESTABLISHED,normal
1388,keenan_salonga,AMPDevice,53522,[fe80:e::c30:824b:2c72:ebb0],62078,0.00026196781870289817,9.52,2025-05-27 08:27:12.208802,ESTABLISHED,normal
1388,keenan_salonga,AMPDevice,53525,[fe80:e::c30:824b:2c72:ebb0],62078,0.0,9.52,2025-05-27 08:27:12.208802,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.006037079816117148,49.66,2025-05-27 08:27:12.208802,ESTABLISHED,normal
51919,keenan_salonga,passd,53520,17.137.0.67,443,0.018087241308893456,39.36,2025-05-27 08:27:12.208802,ESTABLISHED,normal
51919,keenan_salonga,passd,53521,17.137.0.67,443,0.0,39.36,2025-05-27 08:27:12.208802,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.18535123462132458,28.83,2025-05-27 08:27:27.338131,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.05264736081645582,49.72,2025-05-27 08:27:27.338131,ESTABLISHED,normal
51919,keenan_salonga,passd,53520,17.137.0.67,443,0.035541365686467694,39.0,2025-05-27 08:27:27.338131,ESTABLISHED,normal
51919,keenan_salonga,passd,53521,17.137.0.67,443,0.0,39.0,2025-05-27 08:27:27.338131,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.008164770617267477,28.72,2025-05-27 08:27:37.528322,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.21967975885803925,50.78,2025-05-27 08:27:37.528322,ESTABLISHED,normal
39942,keenan_salonga,Discord,53530,[2606:4700:7::a29f:89ea],443,0.0,50.78,2025-05-27 08:27:37.528322,ESTABLISHED,normal
51919,keenan_salonga,passd,53520,17.137.0.67,443,0.008556034732003902,39.02,2025-05-27 08:27:37.528322,ESTABLISHED,normal
51919,keenan_salonga,passd,53521,17.137.0.67,443,0.0,39.02,2025-05-27 08:27:37.528322,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.003939641747497311,28.7,2025-05-27 08:27:47.619708,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.009878386961860473,50.78,2025-05-27 08:27:47.619708,ESTABLISHED,normal
39942,keenan_salonga,Discord,53530,[2606:4700:7::a29f:89ea],443,0.0,50.78,2025-05-27 08:27:47.619708,ESTABLISHED,normal
51919,keenan_salonga,passd,53520,17.137.0.67,443,0.0037437217861194107,38.53,2025-05-27 08:27:47.619708,ESTABLISHED,normal
51919,keenan_salonga,passd,53521,17.137.0.67,443,0.0,38.53,2025-05-27 08:27:47.619708,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.003610951170287394,28.7,2025-05-27 08:27:57.771969,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.06151240805122198,50.75,2025-05-27 08:27:57.771969,ESTABLISHED,normal
39942,keenan_salonga,Discord,53530,[2606:4700:7::a29f:89ea],443,0.0,50.75,2025-05-27 08:27:57.771969,ESTABLISHED,normal
51919,keenan_salonga,passd,53520,17.137.0.67,443,0.10774113822181544,38.8,2025-05-27 08:27:57.771969,ESTABLISHED,normal
51919,keenan_salonga,passd,53521,17.137.0.67,443,0.0,38.8,2025-05-27 08:27:57.771969,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.015015430551030252,28.73,2025-05-27 08:28:07.866665,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.020602264637246025,50.75,2025-05-27 08:28:07.866665,ESTABLISHED,normal
39942,keenan_salonga,Discord,53530,[2606:4700:7::a29f:89ea],443,0.0,50.75,2025-05-27 08:28:07.866665,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.0038237873620780164,28.67,2025-05-27 08:28:18.022864,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.11114998750319222,50.77,2025-05-27 08:28:18.022864,ESTABLISHED,normal
39942,keenan_salonga,Discord,53530,[2606:4700:7::a29f:89ea],443,0.0,50.77,2025-05-27 08:28:18.022864,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.0397160352210163,28.77,2025-05-27 08:28:28.202006,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.007222968828651068,50.77,2025-05-27 08:28:28.202006,ESTABLISHED,normal
39942,keenan_salonga,Discord,53530,[2606:4700:7::a29f:89ea],443,0.0,50.77,2025-05-27 08:28:28.202006,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.005628415477003525,28.69,2025-05-27 08:28:38.381215,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.006136460994328547,50.77,2025-05-27 08:28:38.381215,ESTABLISHED,normal
39942,keenan_salonga,Discord,53530,[2606:4700:7::a29f:89ea],443,0.0,50.77,2025-05-27 08:28:38.381215,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.06727403275315143,28.78,2025-05-27 08:28:48.560501,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.03341329362278164,50.77,2025-05-27 08:28:48.560501,ESTABLISHED,normal
39942,keenan_salonga,Discord,53530,[2606:4700:7::a29f:89ea],443,0.0,50.77,2025-05-27 08:28:48.560501,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.007502175921826263,28.75,2025-05-27 08:28:58.739502,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.016754887572177832,50.77,2025-05-27 08:28:58.739502,ESTABLISHED,normal
39942,keenan_salonga,Discord,53530,[2606:4700:7::a29f:89ea],443,0.0,50.77,2025-05-27 08:28:58.739502,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.004311140966412695,28.7,2025-05-27 08:29:08.917419,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.012093397474568912,50.77,2025-05-27 08:29:08.917419,ESTABLISHED,normal
39942,keenan_salonga,Discord,53530,[2606:4700:7::a29f:89ea],443,0.0,50.77,2025-05-27 08:29:08.917419,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.01953922213303068,28.78,2025-05-27 08:29:19.096278,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.01491915643226576,50.77,2025-05-27 08:29:19.096278,ESTABLISHED,normal
39942,keenan_salonga,Discord,53530,[2606:4700:7::a29f:89ea],443,0.0,50.77,2025-05-27 08:29:19.096278,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.06829027404528715,28.78,2025-05-27 08:29:29.219973,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53546,[2620:1ec:bdf::57],443,0.0010657568865622233,24.56,2025-05-27 08:29:29.219973,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53547,[2620:1ec:bdf::57],443,0.0,24.56,2025-05-27 08:29:29.219973,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53545,13.107.13.93,443,0.0,24.56,2025-05-27 08:29:29.219973,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53549,[2620:1ec:bdf::57],443,0.0,24.56,2025-05-27 08:29:29.219973,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53551,[2620:1ec:a92::175],443,0.0,24.56,2025-05-27 08:29:29.219973,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.005507582639233224,50.77,2025-05-27 08:29:29.219973,ESTABLISHED,normal
39942,keenan_salonga,Discord,53530,[2606:4700:7::a29f:89ea],443,0.0,50.77,2025-05-27 08:29:29.219973,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.008859086593175773,26.03,2025-05-27 08:29:39.894705,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53546,[2620:1ec:bdf::57],443,0.5100336769170705,25.5,2025-05-27 08:29:39.894705,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53547,[2620:1ec:bdf::57],443,0.0,25.5,2025-05-27 08:29:39.894705,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53545,13.107.13.93,443,0.0,25.5,2025-05-27 08:29:39.894705,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53549,[2620:1ec:bdf::57],443,0.0,25.5,2025-05-27 08:29:39.894705,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53558,13.107.42.18,443,0.0,25.5,2025-05-27 08:29:39.894705,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53551,[2620:1ec:a92::175],443,0.0,25.5,2025-05-27 08:29:39.894705,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53560,40.79.141.154,443,0.0,25.5,2025-05-27 08:29:39.894705,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.002374253544389099,49.48,2025-05-27 08:29:39.894705,ESTABLISHED,normal
39942,keenan_salonga,Discord,53530,[2606:4700:7::a29f:89ea],443,0.0,49.48,2025-05-27 08:29:39.894705,ESTABLISHED,normal
53526,keenan_salonga,Code\x20H,53562,13.107.13.93,443,0.0,216.58,2025-05-27 08:29:39.894705,ESTABLISHED,normal
53526,keenan_salonga,Code\x20H,53564,13.107.13.93,443,0.0,216.58,2025-05-27 08:29:39.894705,ESTABLISHED,normal
53526,keenan_salonga,Code\x20H,53563,13.107.13.93,443,0.0,216.58,2025-05-27 08:29:39.894705,ESTABLISHED,normal
53526,keenan_salonga,Code\x20H,53567,20.50.73.13,443,0.0,216.58,2025-05-27 08:29:39.894705,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.003164665048537032,25.97,2025-05-27 08:29:50.839557,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53546,[2620:1ec:bdf::57],443,0.05983769753957877,25.47,2025-05-27 08:29:50.839557,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53547,[2620:1ec:bdf::57],443,0.0,25.47,2025-05-27 08:29:50.839557,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53545,13.107.13.93,443,0.0,25.47,2025-05-27 08:29:50.839557,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53549,[2620:1ec:bdf::57],443,0.0,25.47,2025-05-27 08:29:50.839557,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53558,13.107.42.18,443,0.0,25.47,2025-05-27 08:29:50.839557,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53551,[2620:1ec:a92::175],443,0.0,25.47,2025-05-27 08:29:50.839557,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53560,40.79.141.154,443,0.0,25.47,2025-05-27 08:29:50.839557,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.030336556208908648,49.5,2025-05-27 08:29:50.839557,ESTABLISHED,normal
39942,keenan_salonga,Discord,53530,[2606:4700:7::a29f:89ea],443,0.0,49.5,2025-05-27 08:29:50.839557,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.003764038199728092,25.98,2025-05-27 08:30:01.027675,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53546,[2620:1ec:bdf::57],443,0.0239595815298919,25.23,2025-05-27 08:30:01.027675,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53547,[2620:1ec:bdf::57],443,0.0,25.23,2025-05-27 08:30:01.027675,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53545,13.107.13.93,443,0.0,25.23,2025-05-27 08:30:01.027675,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53549,[2620:1ec:bdf::57],443,0.0,25.23,2025-05-27 08:30:01.027675,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53558,13.107.42.18,443,0.0,25.23,2025-05-27 08:30:01.027675,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53551,[2620:1ec:a92::175],443,0.0,25.23,2025-05-27 08:30:01.027675,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53560,40.79.141.154,443,0.0,25.23,2025-05-27 08:30:01.027675,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.01132244251249905,49.5,2025-05-27 08:30:01.027675,ESTABLISHED,normal
39942,keenan_salonga,Discord,53530,[2606:4700:7::a29f:89ea],443,0.0,49.5,2025-05-27 08:30:01.027675,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.004720920040745266,25.98,2025-05-27 08:30:11.205981,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53546,[2620:1ec:bdf::57],443,0.004919754484733017,25.23,2025-05-27 08:30:11.205981,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53547,[2620:1ec:bdf::57],443,0.0,25.23,2025-05-27 08:30:11.205981,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53545,13.107.13.93,443,0.0,25.23,2025-05-27 08:30:11.205981,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53549,[2620:1ec:bdf::57],443,0.0,25.23,2025-05-27 08:30:11.205981,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53558,13.107.42.18,443,0.0,25.23,2025-05-27 08:30:11.205981,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53551,[2620:1ec:a92::175],443,0.0,25.23,2025-05-27 08:30:11.205981,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53560,40.79.141.154,443,0.0,25.23,2025-05-27 08:30:11.205981,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.01487461790370868,49.5,2025-05-27 08:30:11.205981,ESTABLISHED,normal
39942,keenan_salonga,Discord,53530,[2606:4700:7::a29f:89ea],443,0.0,49.5,2025-05-27 08:30:11.205981,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.0005476085311058453,22.84,2025-05-27 08:30:21.350444,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53546,[2620:1ec:bdf::57],443,0.0008832689193345746,24.86,2025-05-27 08:30:21.350444,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53547,[2620:1ec:bdf::57],443,0.0,24.86,2025-05-27 08:30:21.350444,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53545,13.107.13.93,443,0.0,24.86,2025-05-27 08:30:21.350444,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53549,[2620:1ec:bdf::57],443,0.0,24.86,2025-05-27 08:30:21.350444,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53558,13.107.42.18,443,0.0,24.86,2025-05-27 08:30:21.350444,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53551,[2620:1ec:a92::175],443,0.0,24.86,2025-05-27 08:30:21.350444,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53560,40.79.141.154,443,0.0,24.86,2025-05-27 08:30:21.350444,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.008358026804508598,49.16,2025-05-27 08:30:21.350444,ESTABLISHED,normal
39942,keenan_salonga,Discord,53530,[2606:4700:7::a29f:89ea],443,0.0,49.16,2025-05-27 08:30:21.350444,ESTABLISHED,normal
1127,keenan_salonga,rapportd,53505,[fe80:e::c30:824b:2c72:ebb0],51871,0.0029489202227141738,22.84,2025-05-27 08:30:31.559378,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53546,[2620:1ec:bdf::57],443,0.00259293558796867,24.86,2025-05-27 08:30:31.559378,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53547,[2620:1ec:bdf::57],443,0.0,24.86,2025-05-27 08:30:31.559378,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53545,13.107.13.93,443,0.0,24.86,2025-05-27 08:30:31.559378,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53549,[2620:1ec:bdf::57],443,0.0,24.86,2025-05-27 08:30:31.559378,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53558,13.107.42.18,443,0.0,24.86,2025-05-27 08:30:31.559378,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53551,[2620:1ec:a92::175],443,0.0,24.86,2025-05-27 08:30:31.559378,ESTABLISHED,normal
1486,keenan_salonga,Code\x20H,53560,40.79.141.154,443,0.0,24.86,2025-05-27 08:30:31.559378,ESTABLISHED,normal
39942,keenan_salonga,Discord,53512,162.159.135.234,443,0.006038339111158878,49.16,2025-05-27 08:30:31.559378,ESTABLISHED,normal
